Payment Date,Benificiary Name,Amount,Organisational Unit
2017-11-20,ALDI 60 779,3.54,Children and Young People-Schools and Children's Services - Non-School
2017-11-20,ALDI 60 779,11.75,Children and Young People-Schools and Children's Services - Non-School
2017-11-20,ALDI 60 779,16.04,Children and Young People-Schools and Children's Services - Non-School
2017-11-20,ALDI 60 779,7.09,Children and Young People-Schools and Children's Services - Non-School
2017-11-21,ALDI 60 779,41.73,Children and Young People-Schools and Children's Services - Non-School
2017-11-21,ALDI 60 779,16.58,Children and Young People-Schools and Children's Services - Non-School
2017-11-21,ALDI 60 779,15.34,Children and Young People-Schools and Children's Services - Non-School
2017-10-26,ALLPAY MOTO (CALLPAY/I,284.27,Children and Young People-Childrens Care Services
2017-10-26,ALTON TOWERS,212.95,Children and Young People-Childrens Care Services
2017-11-05,AMAZON EU AMAZON.CO.UK,24.58,Deputy Chief Executive-ICT Services
2017-11-09,AMAZON EU AMAZON.CO.UK,44.01,Communities & Service Support-Customer Services and Communications
2017-10-31,AMAZON EU AMAZON.CO.UK,9.86,Children and Young People-Childrens Care Services
2017-11-02,AMAZON EU AMAZON.CO.UK,19.35,Children and Young People-Childrens Care Services
2017-11-14,AMAZON EU AMAZON.CO.UK,13.94,Economy and Environment-Environmental Services
2017-11-09,AMAZON EU AMAZON.CO.UK,15.31,Communities & Service Support-Libraries Info & Tourism
2017-11-21,AMAZON EU AMAZON.CO.UK,15.52,Communities & Service Support-Sport & Leisure Management DSO
2017-11-12,AMAZON EU AMAZON.CO.UK,14.16,Children and Young People-Childrens Care Services
2017-11-15,AMAZON EU AMAZON.CO.UK,16.67,Children and Young People-Childrens Care Services
2017-11-03,AMAZON EU AMAZON.CO.UK,5.43,Children and Young People-Childrens Care Services
2017-11-02,AMAZON EU AMAZON.CO.UK,14.44,Communities & Service Support-Libraries Info & Tourism
2017-11-07,AMAZON EU AMAZON.CO.UK,20.83,Communities & Service Support-Libraries Info & Tourism
2017-11-07,AMAZON EU AMAZON.CO.UK,16.29,Communities & Service Support-Libraries Info & Tourism
2017-11-08,AMAZON EU AMAZON.CO.UK,19.98,Communities & Service Support-Libraries Info & Tourism
2017-11-10,AMAZON EU AMAZON.CO.UK,15.23,Communities & Service Support-Libraries Info & Tourism
2017-11-10,AMAZON EU AMAZON.CO.UK,20.01,Communities & Service Support-Libraries Info & Tourism
2017-11-21,AMAZON EU AMAZON.CO.UK,12.59,Communities & Service Support-Libraries Info & Tourism
2017-10-18,AMAZON EU AMAZON.CO.UK,4.99,Communities & Service Support-Libraries Info & Tourism
2017-11-11,AMAZON EU AMAZON.CO.UK,237.28,Economy and Environment-Planning & Building Control
2017-11-09,AMAZON SVCS EU-UK AMAZON.,9.72,Deputy Chief Executive-ICT Services
2017-10-21,AMAZON SVCS EU-UK AMAZON.,69.95,Communities & Service Support-Customer Services and Communications
2017-10-22,AMAZON SVCS EU-UK AMAZON.,331.62,Communities & Service Support-Customer Services and Communications
2017-10-23,AMAZON SVCS EU-UK AMAZON.,31.12,Communities & Service Support-Customer Services and Communications
2017-10-31,AMAZON SVCS EU-UK AMAZON.,147.30,Children and Young People-Childrens Care Services
2017-11-02,AMAZON SVCS EU-UK AMAZON.,27.80,Children and Young People-Childrens Care Services
2017-10-20,AMAZON SVCS EU-UK AMAZON.,6.38,Children and Young People-Childrens Care Services
2017-10-14,AMAZON SVCS EU-UK AMAZON.,9.57,Children and Young People-Schools and Children's Services - Non-School
2017-11-19,AMAZON SVCS EU-UK AMAZON.,20.17,Communities & Service Support-Museums & Arts
2017-11-22,AMAZON SVCS EU-UK AMAZON.,14.12,Communities & Service Support-Sport & Leisure Management DSO
2017-11-13,AMAZON SVCS EU-UK AMAZON.,23.95,Communities & Service Support-Museums & Arts
2017-11-17,AMAZON SVCS EU-UK AMAZON.,3.32,Children and Young People-Childrens Care Services
2017-11-16,AMAZON SVCS EU-UK AMAZON.,2.21,Children and Young People-Childrens Care Services
2017-11-05,AMAZON SVCS EU-UK AMAZON.,23.20,Communities & Service Support-Libraries Info & Tourism
2017-11-06,AMAZON SVCS EU-UK AMAZON.,44.88,Communities & Service Support-Libraries Info & Tourism
2017-11-07,AMAZON SVCS EU-UK AMAZON.,19.98,Communities & Service Support-Libraries Info & Tourism
2017-10-23,AMAZON SVCS EU-UK AMAZON.,29.95,Communities & Service Support-Libraries Info & Tourism
2017-11-16,AMAZON SVCS EU-UK AMAZON.,25.40,Economy and Environment-Planning & Building Control
2017-10-05,AMAZON UK RETAIL AMAZON.C,8.74,Children and Young People-Childrens Care Services
2017-09-21,AMAZON UK RETAIL AMAZON.C,8.33,Children and Young People-Childrens Services Unit
2017-09-22,AMAZON UK RETAIL AMAZON.C,8.33,Children and Young People-Childrens Services Unit
2017-09-22,AMAZON UK RETAIL AMAZON.C,8.33,Children and Young People-Childrens Services Unit
2017-10-18,AMAZON.CO.UK,66.66,Communities & Service Support-Customer Services and Communications
2017-09-29,AMAZON.CO.UK,1.69,Children and Young People-Childrens Care Services
2017-10-01,AMAZON.CO.UK,4.74,Children and Young People-Childrens Care Services
2017-09-14,AMAZON.CO.UK,24.99,Economy and Environment-Highways and Engineering Services
2017-09-19,AMAZON.CO.UK,47.49,Children and Young People-Childrens Care Services
2017-09-22,AMAZON.CO.UK,11.58,"Adults, Health and Social Care-Adult Health & Social Care"
2017-09-12,AMAZON.CO.UK,48.98,Children and Young People-Childrens Services Unit
2017-10-29,ANCESTRY.CO.UK,10.95,Communities & Service Support-Customer Services and Communications
2017-10-01,APCOA - NWR LEEDS,9.17,Children and Young People-Childrens Care Services
2017-09-09,APPLE ONLINE STORE GBP,674.17,Communities & Service Support-Museums & Arts
2017-10-06,APPLIANCE WORLD,137.50,Communities & Service Support-Customer Services and Communications
2017-10-11,APPLIANCE WORLD,337.50,Communities & Service Support-Customer Services and Communications
2017-10-16,APPLIANCE WORLD,362.50,Communities & Service Support-Customer Services and Communications
2017-10-19,APPLIANCE WORLD,129.17,Communities & Service Support-Customer Services and Communications
2017-11-15,APPLIANCE WORLD,250.00,"Adults, Health and Social Care-Adult Health & Social Care"
2017-10-04,ARCO LTD,200.97,Communities & Service Support-Museums & Arts
2017-09-12,ARGOS HALIFAX INSI,104.16,Communities & Service Support-Museums & Arts
2017-09-25,ARGOS LTD,34.98,Children and Young People-Childrens Care Services
2017-11-22,ARGOS LTD,23.32,Children and Young People-Childrens Care Services
2017-11-15,ARGOS LTD,39.99,Children and Young People-Childrens Care Services
2017-09-05,ARGOS LTD,509.12,"Adults, Health and Social Care-Adult Health & Social Care"
2017-09-05,ARGOS LTD,12.50,"Adults, Health and Social Care-Adult Health & Social Care"
2017-09-13,ARGOS LTD,24.16,"Adults, Health and Social Care-Adult Health & Social Care"
2017-10-16,ARGOS LTD,20.82,Deputy Chief Executive-Human Resources
2017-10-16,ARGOS LTD,149.97,Deputy Chief Executive-Human Resources
2017-11-03,ARGOS LTD,109.14,Economy and Environment-Highways and Engineering Services
2017-11-17,ARGOS RETAIL GROUP,191.66,Children and Young People-Childrens Care Services
2017-11-15,ARGOS RETAIL GROUP,43.73,Economy and Environment-Highways and Engineering Services
2017-11-24,ASDA,35.42,Children and Young People-Childrens Care Services
2017-11-13,ASDA  STORES LTD 5883,5.10,Children and Young People-Childrens Care Services
2017-10-05,ASDA GEORGE COM LEEDS,183.29,Communities & Service Support-Customer Services and Communications
2017-10-13,ASDA GEORGE COM LEEDS,34.17,Communities & Service Support-Customer Services and Communications
2017-10-16,ASDA GEORGE COM LEEDS,41.25,Communities & Service Support-Customer Services and Communications
2017-10-20,ASDA STORE,11.13,Communities & Service Support-Community Safety & Support
2017-10-27,ASDA STORE,21.82,Children and Young People-Childrens Care Services
2017-10-27,ASDA STORE,0.83,Children and Young People-Childrens Care Services
2017-10-30,ASDA STORE,10.83,Children and Young People-Childrens Care Services
2017-11-11,ASDA STORE,3.33,Children and Young People-Childrens Care Services
2017-11-23,ASDA STORE,61.48,Children and Young People-Childrens Care Services
2017-11-23,ASDA STORE,5.00,Children and Young People-Childrens Care Services
2017-11-23,ASDA STORE,1.67,Children and Young People-Childrens Care Services
2017-11-05,ASDA STORE,64.27,Children and Young People-Childrens Care Services
2017-11-26,ASDA STORE,65.57,Children and Young People-Childrens Care Services
2017-11-26,ASDA STORE,9.00,Children and Young People-Childrens Care Services
2017-11-12,ASDA STORE,113.84,Children and Young People-Childrens Care Services
2017-11-12,ASDA STORE,26.00,Children and Young People-Childrens Care Services
2017-11-12,ASDA STORE,6.90,Children and Young People-Childrens Care Services
2017-10-01,ASDA STORE,19.27,Children and Young People-Childrens Care Services
2017-10-01,ASDA STORE,1.98,Children and Young People-Childrens Care Services
2017-10-10,ASDA STORE,11.00,Children and Young People-Childrens Care Services
2017-10-16,ASDA STORE,197.02,Children and Young People-Childrens Care Services
2017-10-16,ASDA STORE,15.00,Children and Young People-Childrens Care Services
2017-10-16,ASDA STORE,4.37,Children and Young People-Childrens Care Services
2017-10-16,ASDA STORE,9.37,Children and Young People-Childrens Care Services
2017-10-22,ASDA STORE,8.33,Children and Young People-Childrens Care Services
2017-10-22,ASDA STORE,21.56,Children and Young People-Childrens Care Services
2017-10-09,ASDA STORE,120.59,Children and Young People-Childrens Care Services
2017-10-09,ASDA STORE,12.92,Children and Young People-Childrens Care Services
2017-10-12,ASDA STORE,20.16,Children and Young People-Childrens Care Services
2017-10-02,ASDA STORE,10.96,Children and Young People-Childrens Care Services
2017-10-14,ASDA STORE,249.17,Children and Young People-Childrens Care Services
2017-10-12,ASDA STORE,50.72,Children and Young People-Childrens Care Services
2017-10-15,ASDA STORE,61.04,Children and Young People-Childrens Care Services
2017-10-15,ASDA STORE,1.25,Children and Young People-Childrens Care Services
2017-09-29,ASDA STORE,12.55,Children and Young People-Childrens Care Services
2017-10-02,ASDA STORE,6.10,Children and Young People-Childrens Care Services
2017-09-28,ASDA STORE,60.82,Children and Young People-Childrens Care Services
2017-09-28,ASDA STORE,8.42,Children and Young People-Childrens Care Services
2017-10-11,ASDA STORE,32.85,Children and Young People-Childrens Care Services
2017-10-06,ASDA STORE,11.22,Children and Young People-Childrens Care Services
2017-10-18,ASDA STORE,10.47,Children and Young People-Childrens Care Services
2017-08-31,ASDA STORE,92.98,Children and Young People-Childrens Care Services
2017-09-12,ASDA STORE,25.89,Children and Young People-Childrens Care Services
2017-09-15,ASDA STORE,22.82,Children and Young People-Childrens Care Services
2017-09-18,ASDA STORE,104.25,Children and Young People-Childrens Care Services
2017-09-25,ASDA STORE,9.17,Children and Young People-Childrens Care Services
2017-10-27,ASDA STORE,7.00,Communities & Service Support-Museums & Arts
2017-11-23,ASDA STORE,68.96,Communities & Service Support-Museums & Arts
2017-10-27,ASDA STORE,68.33,Children and Young People-Childrens Care Services
2017-11-10,ASDA STORE,0.65,Children and Young People-Childrens Care Services
2017-11-14,ASDA STORE,5.00,Children and Young People-Childrens Care Services
2017-11-20,ASDA STORE,18.02,Children and Young People-Childrens Care Services
2017-09-07,ASDA STORE,59.13,"Adults, Health and Social Care-Adult Health & Social Care"
2017-09-07,ASDA STORE,6.63,"Adults, Health and Social Care-Adult Health & Social Care"
2017-09-12,ASDA STORE,72.21,"Adults, Health and Social Care-Adult Health & Social Care"
2017-07-13,ASDA STORE,12.33,"Adults, Health and Social Care-Adult Health & Social Care"
2017-07-20,ASDA STORE,45.00,"Adults, Health and Social Care-Adult Health & Social Care"
2017-07-26,ASDA STORE,21.08,"Adults, Health and Social Care-Adult Health & Social Care"
2017-10-27,ASDA STORE,20.03,Economy and Environment-Highways and Engineering Services
2017-10-12,ASDA STORES 5819,45.66,Children and Young People-Childrens Care Services
2017-11-26,ASDA SUPERSTORE,15.00,Children and Young People-Childrens Care Services
2017-11-16,ASDA SUPERSTORE,2.92,Children and Young People-Childrens Care Services
2017-10-18,ASDA SUPERSTORE,8.69,Children and Young People-Schools and Children's Services - Non-School
2017-10-22,ASDA SUPERSTORE,1.20,Children and Young People-Schools and Children's Services - Non-School
2017-07-19,ASDA SUPERSTORE,26.99,"Adults, Health and Social Care-Adult Health & Social Care"
2017-07-19,ASDA SUPERSTORE,12.08,"Adults, Health and Social Care-Adult Health & Social Care"
2017-11-20,ASDA SUPERSTORE,38.30,Children and Young People-Schools and Children's Services - Non-School
2017-11-20,ASDA SUPERSTORE,7.00,Children and Young People-Schools and Children's Services - Non-School
2017-11-20,ASDA SUPERSTORE,5.50,Children and Young People-Schools and Children's Services - Non-School
2017-11-06,Amazon UK Marketplace,21.47,Communities & Service Support-Customer Services and Communications
2017-09-28,Amazon UK Marketplace,66.65,Communities & Service Support-Customer Services and Communications
2017-10-05,Amazon UK Marketplace,194.97,Communities & Service Support-Customer Services and Communications
2017-10-17,Amazon UK Marketplace,66.65,Communities & Service Support-Customer Services and Communications
2017-10-11,Amazon UK Marketplace,21.55,Communities & Service Support-Libraries Info & Tourism
2017-10-12,Amazon UK Marketplace,13.82,Communities & Service Support-Libraries Info & Tourism
2017-10-18,Amazon UK Marketplace,7.43,Communities & Service Support-Libraries Info & Tourism
2017-10-19,Amazon UK Marketplace,9.33,Communities & Service Support-Libraries Info & Tourism
2017-10-04,Amazon UK Marketplace,4.88,Children and Young People-Children and Young People's Serv - Central Depts.
2017-10-04,Amazon UK Marketplace,4.74,Children and Young People-Children and Young People's Serv - Central Depts.
2017-10-04,Amazon UK Marketplace,2.98,Children and Young People-Children and Young People's Serv - Central Depts.
2017-10-04,Amazon UK Marketplace,2.99,Children and Young People-Children and Young People's Serv - Central Depts.
2017-10-04,Amazon UK Marketplace,3.26,Children and Young People-Children and Young People's Serv - Central Depts.
2017-10-05,Amazon UK Marketplace,8.22,Children and Young People-Children and Young People's Serv - Central Depts.
2017-10-05,Amazon UK Marketplace,4.28,Children and Young People-Children and Young People's Serv - Central Depts.
2017-10-08,Amazon UK Marketplace,16.32,Children and Young People-Children and Young People's Serv - Central Depts.
2017-10-05,Amazon UK Marketplace,2.46,Children and Young People-Schools and Children's Services - Non-School
2017-10-05,Amazon UK Marketplace,5.83,Children and Young People-Schools and Children's Services - Non-School
2017-10-05,Amazon UK Marketplace,10.24,Children and Young People-Schools and Children's Services - Non-School
2017-10-07,Amazon UK Marketplace,13.06,Children and Young People-Schools and Children's Services - Non-School
2017-11-09,Amazon UK Marketplace,24.92,Communities & Service Support-Museums & Arts
2017-10-12,Amazon UK Marketplace,26.37,Deputy Chief Executive-ICT Services
2017-11-21,Amazon UK Marketplace,72.00,Communities & Service Support-Sport & Leisure Management DSO
2017-11-10,Amazon UK Marketplace,9.96,Children and Young People-Childrens Care Services
2017-11-13,Amazon UK Marketplace,2.08,Children and Young People-Childrens Care Services
2017-11-13,Amazon UK Marketplace,0.99,Children and Young People-Childrens Care Services
2017-11-15,Amazon UK Marketplace,17.67,Children and Young People-Childrens Care Services
2017-11-25,Amazon UK Marketplace,1.40,Children and Young People-Childrens Care Services
2017-09-14,Amazon UK Marketplace,9.42,Children and Young People-Childrens Care Services
2017-09-21,Amazon UK Marketplace,9.99,"Adults, Health and Social Care-Adult Health & Social Care"
2017-09-21,Amazon UK Marketplace,63.32,"Adults, Health and Social Care-Adult Health & Social Care"
2017-09-21,Amazon UK Marketplace,9.37,"Adults, Health and Social Care-Adult Health & Social Care"
2017-09-22,Amazon UK Marketplace,36.63,"Adults, Health and Social Care-Adult Health & Social Care"
2017-09-22,Amazon UK Marketplace,9.96,"Adults, Health and Social Care-Adult Health & Social Care"
2017-11-08,Amazon UK Marketplace,15.38,Communities & Service Support-Libraries Info & Tourism
2017-11-12,Amazon UK Marketplace,29.11,Communities & Service Support-Libraries Info & Tourism
2017-10-16,Amazon UK Marketplace,26.97,Communities & Service Support-Libraries Info & Tourism
2017-10-17,Amazon UK Marketplace,6.98,Communities & Service Support-Libraries Info & Tourism
2017-10-17,Amazon UK Marketplace,17.33,Communities & Service Support-Libraries Info & Tourism
2017-09-07,Amazon UK Marketplace,17.98,Children and Young People-Childrens Services Unit
2017-09-19,Amazon UK Marketplace,18.74,Children and Young People-Childrens Services Unit
2017-11-22,Amazon UK Retail,22.70,Deputy Chief Executive-ICT Services
2017-11-05,Amazon UK Retail,10.88,Communities & Service Support-Customer Services and Communications
2017-10-13,Amazon UK Retail,141.45,Communities & Service Support-Customer Services and Communications
2017-10-11,Amazon UK Retail,11.29,Communities & Service Support-Libraries Info & Tourism
2017-09-25,Amazon UK Retail,32.63,Children and Young People-Childrens Care Services
2017-11-26,Amazon UK Retail,5.06,Children and Young People-Childrens Care Services
2017-11-06,Amazon UK Retail,3.33,Communities & Service Support-Libraries Info & Tourism
2017-10-10,Amazon UK Retail,22.07,Communities & Service Support-Libraries Info & Tourism
2017-09-21,Amazon UK Retail,8.33,Children and Young People-Childrens Services Unit
2017-09-21,Amazon UK Retail,8.33,Children and Young People-Childrens Services Unit
2017-09-21,Amazon UK Retail,8.33,Children and Young People-Childrens Services Unit
2017-09-21,Amazon UK Retail,8.33,Children and Young People-Childrens Services Unit
2017-09-21,Amazon UK Retail,8.33,Children and Young People-Childrens Services Unit
2017-09-21,Amazon UK Retail,8.33,Children and Young People-Childrens Services Unit
2017-09-21,Amazon UK Retail,8.33,Children and Young People-Childrens Services Unit
2017-09-21,Amazon UK Retail,8.33,Children and Young People-Childrens Services Unit
2017-09-21,Amazon UK Retail,8.33,Children and Young People-Childrens Services Unit
2017-09-21,Amazon UK Retail,8.33,Children and Young People-Childrens Services Unit
2017-09-21,Amazon UK Retail,8.33,Children and Young People-Childrens Services Unit
2017-09-22,Amazon UK Retail,8.33,Children and Young People-Childrens Services Unit
2017-09-22,Amazon UK Retail,8.33,Children and Young People-Childrens Services Unit
2017-09-22,Amazon UK Retail,8.33,Children and Young People-Childrens Services Unit
2017-09-22,Amazon UK Retail,8.33,Children and Young People-Childrens Services Unit
2017-09-22,Amazon UK Retail,8.33,Children and Young People-Childrens Services Unit
2017-09-22,Amazon UK Retail,8.33,Children and Young People-Childrens Services Unit
2017-11-14,B & M RETAIL,7.06,Children and Young People-Childrens Care Services
2017-09-22,B & M RETAIL,3.32,Children and Young People-Childrens Care Services
2017-10-31,B & M RETAIL,7.47,Children and Young People-Childrens Care Services
2017-10-30,B & Q 1371,18.92,Communities & Service Support-Sport & Countryside
2017-11-09,B & Q 1371,3.54,Communities & Service Support-Safer Cleaner Greener
2017-11-01,B & Q 1371,12.48,"Adults, Health and Social Care-Adult Health & Social Care"
2017-11-02,B & Q 1371,15.74,"Adults, Health and Social Care-Adult Health & Social Care"
2017-11-08,B & Q 1371,32.27,"Adults, Health and Social Care-Adult Health & Social Care"
2017-11-22,B & Q 1371,9.60,Children and Young People-Schools and Children's Services - Non-School
2017-10-24,B & Q 1371,170.62,Economy and Environment-Highways and Engineering Services
2017-11-07,B&M RETAIL LTD,4.97,Children and Young People-Childrens Services Unit
2017-11-07,B&M RETAIL LTD,7.47,Children and Young People-Childrens Services Unit
2017-10-09,B&M RETAIL LTD,4.16,Children and Young People-Childrens Care Services
2017-10-04,B&M RETAIL LTD,3.00,Children and Young People-Childrens Care Services
2017-11-04,B&M RETAIL LTD,18.70,Children and Young People-Childrens Care Services
2017-11-22,B&M RETAIL LTD,16.65,Children and Young People-Childrens Care Services
2017-11-24,B&M RETAIL LTD,19.04,Children and Young People-Childrens Care Services
2017-11-21,B&M RETAIL LTD,22.51,Children and Young People-Childrens Care Services
2017-09-11,B&M RETAIL LTD,27.44,"Adults, Health and Social Care-Adult Health & Social Care"
2017-09-11,B&M RETAIL LTD,4.98,"Adults, Health and Social Care-Adult Health & Social Care"
2017-11-24,BAD,31.00,Children and Young People-Childrens Care Services
2017-10-05,BALMERS GM,52.19,Communities & Service Support-Safer Cleaner Greener
2017-10-25,BALMERS GM,43.52,Communities & Service Support-Safer Cleaner Greener
2017-10-26,BALMERS GM,68.04,Communities & Service Support-Safer Cleaner Greener
2017-11-27,BAPP INDUSTRIAL SU,7.20,Economy and Environment-Highways and Engineering Services
2017-10-28,BARNSLEY PREMIER L,1.66,Children and Young People-Childrens Care Services
2017-10-28,BARNSLEY PREMIER L,1.38,Children and Young People-Childrens Care Services
2017-10-28,BARNSLEY PREMIER L,6.75,Children and Young People-Childrens Care Services
2017-10-28,BARNSLEY PREMIER L,8.29,Children and Young People-Childrens Care Services
2017-10-16,BATESON TRAILERS LTD,55.40,Communities & Service Support-Safer Cleaner Greener
2017-11-09,BATLEY SST,17.70,Children and Young People-Children and Young People's Serv - Central Depts.
2017-10-20,BATLEY SST,5.20,Children and Young People-Children and Young People's Serv - Central Depts.
2017-11-07,BIRCHENCLIFFE GARD,150.49,Communities & Service Support-Recreation & Support
2017-10-31,BRADFORD ICE ARENA,54.17,Children and Young People-Childrens Care Services
2017-11-18,BRADFORD LEISURE,2.50,Children and Young People-Childrens Care Services
2017-11-09,BREWERS FAYRE 40521550,4.32,Children and Young People-Childrens Care Services
2017-11-21,BREWERS FAYRE 40521550,5.18,Children and Young People-Childrens Care Services
2017-10-30,BRITISH HEART FOUNDATI,10.00,Children and Young People-Childrens Care Services
2017-11-03,BRITISH HEART FOUNDATI,160.00,"Adults, Health and Social Care-Adult Health & Social Care"
2017-11-24,BRITISH HEART FOUNDATI,135.00,"Adults, Health and Social Care-Adult Health & Social Care"
2017-09-04,BRITISH HEART FOUNDATI,460.83,"Adults, Health and Social Care-Adult Health & Social Care"
2017-09-07,BRITISH HEART FOUNDATI,154.17,"Adults, Health and Social Care-Adult Health & Social Care"
2017-10-09,BT BILL PAYMENT 2,29.49,Children and Young People-Childrens Care Services
2017-10-20,CARPET CREATIONS,235.83,Communities & Service Support-Customer Services and Communications
2017-09-29,CARPET MILL,116.67,Communities & Service Support-Customer Services and Communications
2017-10-16,CARPET MILL,95.00,Communities & Service Support-Customer Services and Communications
2017-10-16,CARPET MILL,116.67,Communities & Service Support-Customer Services and Communications
2017-11-15,CARPET MILL,200.00,"Adults, Health and Social Care-Adult Health & Social Care"
2017-11-17,CARPET MILL,229.17,"Adults, Health and Social Care-Adult Health & Social Care"
2017-10-28,CENTRAL ENG COOP,33.74,Children and Young People-Childrens Care Services
2017-10-04,CEX,57.10,Children and Young People-Childrens Care Services
2017-10-24,CHIP AND PIN SOLUTIONS L,31.48,Communities & Service Support-Libraries Info & Tourism
2017-10-19,CIPD INTEGRA,132.00,Deputy Chief Executive-Human Resources
2017-10-02,CMS,90.35,Deputy Chief Executive-ICT Services
2017-09-15,CMS,188.15,Deputy Chief Executive-ICT Services
2017-09-21,CMS,105.99,Deputy Chief Executive-ICT Services
2017-10-26,CO-OP GROUP 108423,0.77,Communities & Service Support-Community Safety & Support
2017-09-14,CO-OP GROUP 190379,4.73,Children and Young People-Childrens Care Services
2017-11-16,COLAS LTD,790.00,Economy and Environment-Highways and Engineering Services
2017-09-29,COLT ENTERPRISE (CALDE,170.83,Communities & Service Support-Customer Services and Communications
2017-10-17,COLT ENTERPRISE (CALDE,51.67,Communities & Service Support-Customer Services and Communications
2017-10-18,COLT ENTERPRISE (CALDE,233.33,Communities & Service Support-Customer Services and Communications
2017-11-07,COSTA @ TESCO 43036255,6.40,Children and Young People-Childrens Care Services
2017-11-17,COSTA COFFEE,4.42,Children and Young People-Childrens Care Services
2017-11-23,COSTA COFFEE,4.71,Children and Young People-Childrens Care Services
2017-10-30,COSTA COFFEE,2.97,Children and Young People-Childrens Care Services
2017-11-06,COSTA COFFEE,8.95,Children and Young People-Childrens Care Services
2017-11-08,COSTA COFFEE,5.60,Children and Young People-Childrens Care Services
2017-11-13,COSTA COFFEE,9.26,Children and Young People-Childrens Care Services
2017-11-13,COSTA COFFEE,7.91,Children and Young People-Childrens Care Services
2017-11-27,COSTA COFFEE,5.35,Children and Young People-Childrens Care Services
2017-10-12,COSTA COFFEE 43036570,9.30,Children and Young People-Childrens Care Services
2017-11-02,COSTA GUISELEY,11.05,Children and Young People-Childrens Care Services
2017-11-16,COSTA GUISELEY,6.83,Children and Young People-Childrens Care Services
2017-11-14,CPC,27.98,Communities & Service Support-Sport & Leisure Management DSO
2017-10-16,CPC,136.25,Communities & Service Support-Service Development - Client Services
2017-10-19,CPC,133.26,Communities & Service Support-Service Development - Client Services
2017-11-17,CURRYS,70.82,Communities & Service Support-Museums & Arts
2017-11-05,CURRYS,165.83,Children and Young People-Childrens Care Services
2017-11-18,Cineworld BRA CP,18.00,Children and Young People-Childrens Care Services
2017-10-21,Cineworld BRA CP,8.50,Children and Young People-Childrens Care Services
2017-11-17,DIAMONDS GYMNASTICS CL,55.00,Children and Young People-Childrens Care Services
2017-10-30,DIRECT DISCOUNTS,166.67,Economy and Environment-Environmental Services
2017-10-25,DMARCIAN INC,18.85,Deputy Chief Executive-ICT Services
2017-11-18,DRAFTY,19.53,Communities & Service Support-Museums & Arts
2017-10-30,DULUX DECORATOR CENTRE,17.96,"Adults, Health and Social Care-Adult Health & Social Care"
2017-11-20,DUNELM LTD,10.00,"Adults, Health and Social Care-Adult Health & Social Care"
2017-09-04,DUNELM LTD,21.66,"Adults, Health and Social Care-Adult Health & Social Care"
2017-09-13,DUNELM LTD,13.33,"Adults, Health and Social Care-Adult Health & Social Care"
2017-10-16,DUNELM ONLINE ORDER,325.00,Communities & Service Support-Customer Services and Communications
2017-10-20,DUNELM ONLINE ORDER,26.61,Communities & Service Support-Customer Services and Communications
2017-10-01,E H BOOTH & CO,4.74,Children and Young People-Schools and Children's Services - Non-School
2017-09-14,EAST COAST MAINLINE CO,302.00,Deputy Chief Executive-ICT Services
2017-10-01,EASTERN PRIDE SUPERMAR,8.43,Children and Young People-Childrens Care Services
2017-11-06,ECC MOTOR FACTORS,52.64,Economy and Environment-Highways and Engineering Services
2017-11-17,EE TOP UP VESTA,16.67,Children and Young People-Schools and Children's Services - Non-School
